year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
2010;2010-11 ;owner_bicycle;Ownership of bicycle;p;total;;Senegal;;;16,6;Table 14: Ownership of Bicycle and Motorcycle
2008;2008-09 ;owner_bicycle;Ownership of bicycle;p;total;;Senegal;;;15;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_bicycle;Ownership of bicycle;p;total;;Senegal;;;12,8;Table 14: Ownership of Bicycle and Motorcycle
1997;;owner_bicycle;Ownership of bicycle;p;total;;Senegal;;;8,6;Table 14: Ownership of Bicycle and Motorcycle
1992;1992-93 ;owner_bicycle;Ownership of bicycle;p;total;;Senegal;;;6,2;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_bicycle;Ownership of bicycle;p;total;;Tanzania;;;43,3;Table 14: Ownership of Bicycle and Motorcycle
2004;2004-05 ;owner_bicycle;Ownership of bicycle;p;total;;Tanzania;;;38,3;Table 14: Ownership of Bicycle and Motorcycle
1999;;owner_bicycle;Ownership of bicycle;p;total;;Tanzania;;;32,3;Table 14: Ownership of Bicycle and Motorcycle
1996;;owner_bicycle;Ownership of bicycle;p;total;;Tanzania;;;31,9;Table 14: Ownership of Bicycle and Motorcycle
1991;1991-92 ;owner_bicycle;Ownership of bicycle;p;total;;Tanzania;;;21,5;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_bicycle;Ownership of bicycle;p;total;;Armenia;;;4;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_bicycle;Ownership of bicycle;p;total;;Armenia;;;5,2;Table 14: Ownership of Bicycle and Motorcycle
2000;;owner_bicycle;Ownership of bicycle;p;total;;Armenia;;;6,6;Table 14: Ownership of Bicycle and Motorcycle
2011;;owner_bicycle;Ownership of bicycle;p;total;;Bangladesh;;;25,4;Table 14: Ownership of Bicycle and Motorcycle
2007;;owner_bicycle;Ownership of bicycle;p;total;;Bangladesh;;;26,3;Table 14: Ownership of Bicycle and Motorcycle
2004;;owner_bicycle;Ownership of bicycle;p;total;;Bangladesh;;;24,2;Table 14: Ownership of Bicycle and Motorcycle
1999;1999-00 ;owner_bicycle;Ownership of bicycle;p;total;;Bangladesh;;;20,3;Table 14: Ownership of Bicycle and Motorcycle
1996;1996-97 ;owner_bicycle;Ownership of bicycle;p;total;;Bangladesh;;;19,3;Table 14: Ownership of Bicycle and Motorcycle
1993;1993-94 ;owner_bicycle;Ownership of bicycle;p;total;;Bangladesh;;;15,9;Table 14: Ownership of Bicycle and Motorcycle
2005;2005-06 ;owner_bicycle;Ownership of bicycle;p;total;;India;;;51,1;Table 14: Ownership of Bicycle and Motorcycle
1998;1998-99 ;owner_bicycle;Ownership of bicycle;p;total;;India;;;47,8;Table 14: Ownership of Bicycle and Motorcycle
1992;1992-93 ;owner_bicycle;Ownership of bicycle;p;total;;India;;;41,8;Table 14: Ownership of Bicycle and Motorcycle
2007;;owner_bicycle;Ownership of bicycle;p;total;;Indonesia;;;47,2;Table 14: Ownership of Bicycle and Motorcycle
2002;2002-03 ;owner_bicycle;Ownership of bicycle;p;total;;Indonesia;;;44,2;Table 14: Ownership of Bicycle and Motorcycle
1997;;owner_bicycle;Ownership of bicycle;p;total;;Indonesia;;;47,5;Table 14: Ownership of Bicycle and Motorcycle
1994;;owner_bicycle;Ownership of bicycle;p;total;;Indonesia;;;45,4;Table 14: Ownership of Bicycle and Motorcycle
1991;;owner_bicycle;Ownership of bicycle;p;total;;Indonesia;;;40,2;Table 14: Ownership of Bicycle and Motorcycle
2008;;owner_bicycle;Ownership of bicycle;p;total;;Philippines;;;23,5;Table 14: Ownership of Bicycle and Motorcycle
2003;;owner_bicycle;Ownership of bicycle;p;total;;Philippines;;;19,7;Table 14: Ownership of Bicycle and Motorcycle
1998;;owner_bicycle;Ownership of bicycle;p;total;;Philippines;;;24,1;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_bicycle;Ownership of bicycle;p;total;;Colombia;;;33,3;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_bicycle;Ownership of bicycle;p;total;;Colombia;;;;Table 14: Ownership of Bicycle and Motorcycle
1995;;owner_bicycle;Ownership of bicycle;p;total;;Colombia;;;41,5;Table 14: Ownership of Bicycle and Motorcycle
1990;;owner_bicycle;Ownership of bicycle;p;total;;Colombia;;;27,4;Table 14: Ownership of Bicycle and Motorcycle
2009;;owner_bicycle;Ownership of bicycle;p;total;;Guyana;;;52,1;Table 14: Ownership of Bicycle and Motorcycle
