1974;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.58";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1975;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1976;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1977;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1978;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1979;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1980;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1981;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1982;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1983;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1984;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1985;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1986;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1987;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1988;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1989;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1990;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.07";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1991;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.07";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1992;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.07";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1993;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.07";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1994;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"0.07";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1995;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.23";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1996;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.23";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1997;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.23";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1998;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.23";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1999;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.23";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2000;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.48";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2001;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.48";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2002;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.48";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2003;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.48";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2004;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.48";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2005;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.51";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2006;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.51";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2007;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.51";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2008;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.51";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2009;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.51";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2010;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.55";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2011;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.55";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2012;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.55";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2013;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.55";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2014;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.55";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2015;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.61";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2016;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.61";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2017;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.61";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2018;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.61";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2019;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.61";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2020;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2021;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2022;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2023;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2024;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2025;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2026;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2027;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2028;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2029;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2030;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2031;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2032;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2033;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2034;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2035;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2036;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2037;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2038;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2039;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.68";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2040;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2041;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2042;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2043;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2044;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.7";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2045;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.72";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2046;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.72";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2047;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.72";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2048;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.72";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
2049;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Russian Federation";"";"";"-0.72";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1950;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.85";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1951;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.85";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1952;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.85";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1953;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.85";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1954;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.85";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1955;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1956;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1957;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1958;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1959;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1960;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.02";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1961;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.02";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1962;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.02";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1963;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.02";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1964;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"1.02";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1965;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1966;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1967;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1968;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1969;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.75";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1970;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.89";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1971;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.89";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1972;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.89";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1973;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.89";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1974;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.89";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1975;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.99";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1976;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.99";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1977;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.99";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1978;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.99";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1979;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.99";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1980;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1981;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1982;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1983;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1984;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.65";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1985;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.45";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
1986;"";"avg_annual_rate_change_percentage_total";"Average annual rate of change of population – Total";"p";"Total";"";"Slovakia";"";"";"0.45";"United Nations Department of Economic and Social Affairs_World Urbanization Prospects_2007";"Population"
