year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
1993;;owner_motorcycle;Ownership of motorcycle;p;total;;Kenya;;;;Table 14: Ownership of Bicycle and Motorcycle
2003;2003-04 ;owner_motorcycle;Ownership of motorcycle;p;total;;Morocco;;;11,3;Table 14: Ownership of Bicycle and Motorcycle
1992;;owner_motorcycle;Ownership of motorcycle;p;total;;Morocco;;;11,8;Table 14: Ownership of Bicycle and Motorcycle
2008;;owner_motorcycle;Ownership of motorcycle;p;total;;Nigeria;;;24,4;Table 14: Ownership of Bicycle and Motorcycle
2003;;owner_motorcycle;Ownership of motorcycle;p;total;;Nigeria;;;15,1;Table 14: Ownership of Bicycle and Motorcycle
1999;;owner_motorcycle;Ownership of motorcycle;p;total;;Nigeria;;;13,5;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_motorcycle;Ownership of motorcycle;p;total;;Rwanda;;;1,1;Table 14: Ownership of Bicycle and Motorcycle
2007;2007-08 ;owner_motorcycle;Ownership of motorcycle;p;total;;Rwanda;;;0,9;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_motorcycle;Ownership of motorcycle;p;total;;Rwanda;;;0,5;Table 14: Ownership of Bicycle and Motorcycle
2000;;owner_motorcycle;Ownership of motorcycle;p;total;;Rwanda;;;0,7;Table 14: Ownership of Bicycle and Motorcycle
1992;;owner_motorcycle;Ownership of motorcycle;p;total;;Rwanda;;;0,7;Table 14: Ownership of Bicycle and Motorcycle
2010;2010-11 ;owner_motorcycle;Ownership of motorcycle;p;total;;Senegal;;;8,1;Table 14: Ownership of Bicycle and Motorcycle
2008;2008-09 ;owner_motorcycle;Ownership of motorcycle;p;total;;Senegal;;;6,7;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_motorcycle;Ownership of motorcycle;p;total;;Senegal;;;5,9;Table 14: Ownership of Bicycle and Motorcycle
1997;;owner_motorcycle;Ownership of motorcycle;p;total;;Senegal;;;3,5;Table 14: Ownership of Bicycle and Motorcycle
1992;1992-93 ;owner_motorcycle;Ownership of motorcycle;p;total;;Senegal;;;2,8;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_motorcycle;Ownership of motorcycle;p;total;;Tanzania;;;3,1;Table 14: Ownership of Bicycle and Motorcycle
2004;2004-05 ;owner_motorcycle;Ownership of motorcycle;p;total;;Tanzania;;;1,1;Table 14: Ownership of Bicycle and Motorcycle
1999;;owner_motorcycle;Ownership of motorcycle;p;total;;Tanzania;;;0,7;Table 14: Ownership of Bicycle and Motorcycle
1996;;owner_motorcycle;Ownership of motorcycle;p;total;;Tanzania;;;0,8;Table 14: Ownership of Bicycle and Motorcycle
1991;1991-92 ;owner_motorcycle;Ownership of motorcycle;p;total;;Tanzania;;;0,8;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_motorcycle;Ownership of motorcycle;p;total;;Armenia;;;0,2;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_motorcycle;Ownership of motorcycle;p;total;;Armenia;;;0,6;Table 14: Ownership of Bicycle and Motorcycle
2000;;owner_motorcycle;Ownership of motorcycle;p;total;;Armenia;;;1,6;Table 14: Ownership of Bicycle and Motorcycle
2011;;owner_motorcycle;Ownership of motorcycle;p;total;;Bangladesh;;;5,4;Table 14: Ownership of Bicycle and Motorcycle
2007;;owner_motorcycle;Ownership of motorcycle;p;total;;Bangladesh;;;2,9;Table 14: Ownership of Bicycle and Motorcycle
2004;;owner_motorcycle;Ownership of motorcycle;p;total;;Bangladesh;;;1,9;Table 14: Ownership of Bicycle and Motorcycle
1999;1999-00 ;owner_motorcycle;Ownership of motorcycle;p;total;;Bangladesh;;;1,8;Table 14: Ownership of Bicycle and Motorcycle
1996;1996-97 ;owner_motorcycle;Ownership of motorcycle;p;total;;Bangladesh;;;;Table 14: Ownership of Bicycle and Motorcycle
1993;1993-94 ;owner_motorcycle;Ownership of motorcycle;p;total;;Bangladesh;;;;Table 14: Ownership of Bicycle and Motorcycle
2005;2005-06 ;owner_motorcycle;Ownership of motorcycle;p;total;;India;;;17,2;Table 14: Ownership of Bicycle and Motorcycle
1998;1998-99 ;owner_motorcycle;Ownership of motorcycle;p;total;;India;;;11,2;Table 14: Ownership of Bicycle and Motorcycle
1992;1992-93 ;owner_motorcycle;Ownership of motorcycle;p;total;;India;;;8,1;Table 14: Ownership of Bicycle and Motorcycle
2007;;owner_motorcycle;Ownership of motorcycle;p;total;;Indonesia;;;45;Table 14: Ownership of Bicycle and Motorcycle
2002;2002-03 ;owner_motorcycle;Ownership of motorcycle;p;total;;Indonesia;;;29,6;Table 14: Ownership of Bicycle and Motorcycle
1997;;owner_motorcycle;Ownership of motorcycle;p;total;;Indonesia;;;20,6;Table 14: Ownership of Bicycle and Motorcycle
1994;;owner_motorcycle;Ownership of motorcycle;p;total;;Indonesia;;;15,3;Table 14: Ownership of Bicycle and Motorcycle
1991;;owner_motorcycle;Ownership of motorcycle;p;total;;Indonesia;;;;Table 14: Ownership of Bicycle and Motorcycle
2008;;owner_motorcycle;Ownership of motorcycle;p;total;;Philippines;;;21,5;Table 14: Ownership of Bicycle and Motorcycle
2003;;owner_motorcycle;Ownership of motorcycle;p;total;;Philippines;;;12,4;Table 14: Ownership of Bicycle and Motorcycle
1998;;owner_motorcycle;Ownership of motorcycle;p;total;;Philippines;;;10,9;Table 14: Ownership of Bicycle and Motorcycle
2010;;owner_motorcycle;Ownership of motorcycle;p;total;;Colombia;;;17,7;Table 14: Ownership of Bicycle and Motorcycle
2005;;owner_motorcycle;Ownership of motorcycle;p;total;;Colombia;;;8,2;Table 14: Ownership of Bicycle and Motorcycle
1995;;owner_motorcycle;Ownership of motorcycle;p;total;;Colombia;;;7,3;Table 14: Ownership of Bicycle and Motorcycle
1990;;owner_motorcycle;Ownership of motorcycle;p;total;;Colombia;;;5,1;Table 14: Ownership of Bicycle and Motorcycle
2009;;owner_motorcycle;Ownership of motorcycle;p;total;;Guyana;;;8,9;Table 14: Ownership of Bicycle and Motorcycle
