year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Bolivia;La Paz;;6,4;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Brazil;Brasilia ;;12,4;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Brazil;Sao Paulo;;14,5;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Burkina Faso;Ouagadougou ;;11;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Central African Republic;Bangui ;;4,3;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;China;Beijing ;;12,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;China, Hong Kong SAR;Hong Kong ;;21,4;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Colombia;Bogota;;17,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Colombia;Medellin ;;16,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Egypt;Alexandria;;7,9;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Egypt;Cairo;;11;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Ethiopia;Addis Ababa ;;8,9;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Ghana;Accra ;;7,9;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Guatemala;Guatemala City;;8,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Guyana;Georgetown ;;9,1;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;India;Chandigarh ;;12,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;India;Kolkota ;;12,1;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;India;Mumbai;;10;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Indonesia;Jakarta;;9,5;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Japan;Tokyo ;;20,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Kenya;Nairobi ;;3,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Malaysia;Kuala Lumpur ;;13,5;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Mexico;Guadalajara ;;14,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Mexico;Mexico City;;12,3;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Morocco;Casablanca;;11,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Nigeria;Abuja ;;10,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Nigeria;Lagos;;10;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Philippines;Manila;;10;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Rwanda;Kigali ;;7,4;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Senegal;Dakar ;;10,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Singapore;Singapore ;;15,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;South Africa;Cape Town;;15,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;South Africa;Johannesburg;;10,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Thailand;Bangkok ;;10,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;United Republic of Tanzania;Dar es Salaam;;7,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;United Republic of Tanzania;Dodoma;;9,3;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Zambia;Lusaka;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
2013;;proportion_land_allocated_to_street;Proportion of land allocated to street;p;total;;Zimbabwe;Harare;;12,5;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density
